Folio,Periodo,Anio,Zona,Zona_corta,Tipo_zona,Categoria,Sentimiento,Dias_respuesta,Texto_PQRSD
PQR-2025T4-1261,2025-T4,2025,Comuna 1 (Centro),Comuna 1,Comuna,Otros trámites,Neutral,14,Pregunto por el horario de atención de la oficina.
PQR-2025T4-1262,2025-T4,2025,Comuna 1 (Centro),Comuna 1,Comuna,Otros trámites,Neutral,13,Solicito un certificado de mi condición de víctima.
PQR-2025T4-1263,2025-T4,2025,Comuna 1 (Centro),Comuna 1,Comuna,Otros trámites,Positivo,17,La atención en ventanilla fue amable y rápida.
PQR-2025T4-1264,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Ayuda humanitaria,Positivo,18,Agradezco que me entregaron la ayuda humanitaria rápidamente.
PQR-2025T4-1265,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Ayuda humanitaria,Neutral,19,Pregunto por el estado de mi solicitud de ayuda humanitaria inmediata.
PQR-2025T4-1266,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Ayuda humanitaria,Neutral,18,Quisiera saber qué documentos faltan para la ayuda humanitaria.
PQR-2025T4-1267,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Ayuda humanitaria,Positivo,15,"La atención para la ayuda de emergencia fue oportuna, gracias."
PQR-2025T4-1268,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Ayuda humanitaria,Negativo,18,"Solicité el mercado de emergencia y nunca llegó, mi familia está pasando necesidad."
PQR-2025T4-1269,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Ayuda humanitaria,Neutral,20,Quisiera saber qué documentos faltan para la ayuda humanitaria.
PQR-2025T4-1270,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Ayuda humanitaria,Negativo,13,Llevo tres meses esperando la ayuda humanitaria y no me han dado respuesta.
PQR-2025T4-1271,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Ayuda humanitaria,Neutral,17,Quisiera saber qué documentos faltan para la ayuda humanitaria.
PQR-2025T4-1272,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Ayuda humanitaria,Neutral,20,Pregunto por el estado de mi solicitud de ayuda humanitaria inmediata.
PQR-2025T4-1273,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Ayuda humanitaria,Positivo,18,"La atención para la ayuda de emergencia fue oportuna, gracias."
PQR-2025T4-1274,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Ayuda humanitaria,Neutral,14,Pregunto por el estado de mi solicitud de ayuda humanitaria inmediata.
PQR-2025T4-1275,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Ayuda humanitaria,Positivo,13,Agradezco que me entregaron la ayuda humanitaria rápidamente.
PQR-2025T4-1276,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Ayuda humanitaria,Neutral,19,Pregunto por el estado de mi solicitud de ayuda humanitaria inmediata.
PQR-2025T4-1277,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Ayuda humanitaria,Positivo,15,"La atención para la ayuda de emergencia fue oportuna, gracias."
PQR-2025T4-1278,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Ayuda humanitaria,Negativo,14,"Solicité el mercado de emergencia y nunca llegó, mi familia está pasando necesidad."
PQR-2025T4-1279,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Ayuda humanitaria,Positivo,14,Agradezco que me entregaron la ayuda humanitaria rápidamente.
PQR-2025T4-1280,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Ayuda humanitaria,Positivo,16,Agradezco que me entregaron la ayuda humanitaria rápidamente.
PQR-2025T4-1281,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Ayuda humanitaria,Negativo,21,"Solicité el mercado de emergencia y nunca llegó, mi familia está pasando necesidad."
PQR-2025T4-1282,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Ayuda humanitaria,Neutral,15,Pregunto por el estado de mi solicitud de ayuda humanitaria inmediata.
PQR-2025T4-1283,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Ayuda humanitaria,Neutral,15,Quisiera saber qué documentos faltan para la ayuda humanitaria.
PQR-2025T4-1284,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Ayuda humanitaria,Neutral,13,Pregunto por el estado de mi solicitud de ayuda humanitaria inmediata.
PQR-2025T4-1285,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Ayuda humanitaria,Negativo,13,"Solicité el mercado de emergencia y nunca llegó, mi familia está pasando necesidad."
PQR-2025T4-1286,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Ayuda humanitaria,Negativo,17,Llevo tres meses esperando la ayuda humanitaria y no me han dado respuesta.
PQR-2025T4-1287,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Ayuda humanitaria,Negativo,13,Llevo tres meses esperando la ayuda humanitaria y no me han dado respuesta.
PQR-2025T4-1288,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Ayuda humanitaria,Negativo,20,"Solicité el mercado de emergencia y nunca llegó, mi familia está pasando necesidad."
PQR-2025T4-1289,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Ayuda humanitaria,Neutral,20,Quisiera saber qué documentos faltan para la ayuda humanitaria.
PQR-2025T4-1290,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Ayuda humanitaria,Negativo,19,Llevo tres meses esperando la ayuda humanitaria y no me han dado respuesta.
PQR-2025T4-1291,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Ayuda humanitaria,Positivo,18,Agradezco que me entregaron la ayuda humanitaria rápidamente.
PQR-2025T4-1292,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Ayuda humanitaria,Positivo,20,"La atención para la ayuda de emergencia fue oportuna, gracias."
PQR-2025T4-1293,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Ayuda humanitaria,Negativo,18,Llevo tres meses esperando la ayuda humanitaria y no me han dado respuesta.
PQR-2025T4-1294,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Ayuda humanitaria,Negativo,19,"Solicité el mercado de emergencia y nunca llegó, mi familia está pasando necesidad."
PQR-2025T4-1295,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Ayuda humanitaria,Negativo,16,Llevo tres meses esperando la ayuda humanitaria y no me han dado respuesta.
PQR-2025T4-1296,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Ayuda humanitaria,Positivo,18,Agradezco que me entregaron la ayuda humanitaria rápidamente.
PQR-2025T4-1297,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Ayuda humanitaria,Negativo,15,Llevo tres meses esperando la ayuda humanitaria y no me han dado respuesta.
PQR-2025T4-1298,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Indemnización / reparación,Negativo,18,No entiendo por qué a otros ya les pagaron la reparación y a mí no.
PQR-2025T4-1299,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Indemnización / reparación,Negativo,20,No entiendo por qué a otros ya les pagaron la reparación y a mí no.
PQR-2025T4-1300,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Indemnización / reparación,Negativo,18,"Fui incluido hace años y todavía no me llega la indemnización, es una injusticia."
PQR-2025T4-1301,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Indemnización / reparación,Negativo,18,"Fui incluido hace años y todavía no me llega la indemnización, es una injusticia."
PQR-2025T4-1302,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Indemnización / reparación,Negativo,16,No entiendo por qué a otros ya les pagaron la reparación y a mí no.
PQR-2025T4-1303,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Indemnización / reparación,Negativo,19,No entiendo por qué a otros ya les pagaron la reparación y a mí no.
PQR-2025T4-1304,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Indemnización / reparación,Negativo,20,No entiendo por qué a otros ya les pagaron la reparación y a mí no.
PQR-2025T4-1305,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Indemnización / reparación,Neutral,15,¿Cómo consulto el estado de mi proceso de reparación?
PQR-2025T4-1306,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Indemnización / reparación,Negativo,15,No entiendo por qué a otros ya les pagaron la reparación y a mí no.
PQR-2025T4-1307,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Indemnización / reparación,Neutral,15,Solicito información sobre el turno de mi indemnización administrativa.
PQR-2025T4-1308,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Indemnización / reparación,Negativo,16,"Fui incluido hace años y todavía no me llega la indemnización, es una injusticia."
PQR-2025T4-1309,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Indemnización / reparación,Negativo,19,"Fui incluido hace años y todavía no me llega la indemnización, es una injusticia."
PQR-2025T4-1310,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Indemnización / reparación,Negativo,14,"Fui incluido hace años y todavía no me llega la indemnización, es una injusticia."
PQR-2025T4-1311,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Indemnización / reparación,Negativo,16,No entiendo por qué a otros ya les pagaron la reparación y a mí no.
PQR-2025T4-1312,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Indemnización / reparación,Negativo,14,No entiendo por qué a otros ya les pagaron la reparación y a mí no.
PQR-2025T4-1313,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Indemnización / reparación,Negativo,16,"Fui incluido hace años y todavía no me llega la indemnización, es una injusticia."
PQR-2025T4-1314,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Indemnización / reparación,Neutral,20,¿Cómo consulto el estado de mi proceso de reparación?
PQR-2025T4-1315,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Indemnización / reparación,Negativo,20,"Fui incluido hace años y todavía no me llega la indemnización, es una injusticia."
PQR-2025T4-1316,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Indemnización / reparación,Negativo,17,"Fui incluido hace años y todavía no me llega la indemnización, es una injusticia."
PQR-2025T4-1317,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Indemnización / reparación,Negativo,18,"Fui incluido hace años y todavía no me llega la indemnización, es una injusticia."
PQR-2025T4-1318,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Indemnización / reparación,Negativo,19,"Fui incluido hace años y todavía no me llega la indemnización, es una injusticia."
PQR-2025T4-1319,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Indemnización / reparación,Negativo,16,No entiendo por qué a otros ya les pagaron la reparación y a mí no.
PQR-2025T4-1320,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Indemnización / reparación,Neutral,14,¿Cómo consulto el estado de mi proceso de reparación?
PQR-2025T4-1321,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Vivienda,Negativo,16,Postulé al subsidio de vivienda y me rechazaron sin explicación clara.
PQR-2025T4-1322,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Vivienda,Negativo,17,Postulé al subsidio de vivienda y me rechazaron sin explicación clara.
PQR-2025T4-1323,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Vivienda,Negativo,15,Postulé al subsidio de vivienda y me rechazaron sin explicación clara.
PQR-2025T4-1324,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Vivienda,Negativo,20,La casa que me asignaron tiene problemas y nadie responde.
PQR-2025T4-1325,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Vivienda,Neutral,18,Pregunto por las convocatorias de vivienda para población víctima.
PQR-2025T4-1326,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Vivienda,Negativo,13,Postulé al subsidio de vivienda y me rechazaron sin explicación clara.
PQR-2025T4-1327,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Vivienda,Negativo,16,Postulé al subsidio de vivienda y me rechazaron sin explicación clara.
PQR-2025T4-1328,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Vivienda,Negativo,13,La casa que me asignaron tiene problemas y nadie responde.
PQR-2025T4-1329,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Vivienda,Neutral,20,Pregunto por las convocatorias de vivienda para población víctima.
PQR-2025T4-1330,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Vivienda,Negativo,18,La casa que me asignaron tiene problemas y nadie responde.
PQR-2025T4-1331,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Vivienda,Negativo,15,Postulé al subsidio de vivienda y me rechazaron sin explicación clara.
PQR-2025T4-1332,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Vivienda,Negativo,17,Postulé al subsidio de vivienda y me rechazaron sin explicación clara.
PQR-2025T4-1333,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Vivienda,Negativo,13,Postulé al subsidio de vivienda y me rechazaron sin explicación clara.
PQR-2025T4-1334,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Vivienda,Negativo,13,La casa que me asignaron tiene problemas y nadie responde.
PQR-2025T4-1335,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Vivienda,Positivo,17,El proceso de postulación a vivienda fue claro.
PQR-2025T4-1336,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Vivienda,Neutral,17,Solicito información sobre el subsidio de mejoramiento de vivienda.
PQR-2025T4-1337,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Vivienda,Neutral,13,Solicito información sobre el subsidio de mejoramiento de vivienda.
PQR-2025T4-1338,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Vivienda,Neutral,17,Solicito información sobre el subsidio de mejoramiento de vivienda.
PQR-2025T4-1339,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Vivienda,Neutral,17,Pregunto por las convocatorias de vivienda para población víctima.
PQR-2025T4-1340,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Vivienda,Neutral,19,Solicito información sobre el subsidio de mejoramiento de vivienda.
PQR-2025T4-1341,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Salud y atención psicosocial,Negativo,16,Necesito atención psicosocial y me dan citas para dentro de meses.
PQR-2025T4-1342,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Salud y atención psicosocial,Positivo,20,"Recibí buena orientación en salud, quedé satisfecho."
PQR-2025T4-1343,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Salud y atención psicosocial,Negativo,14,Necesito atención psicosocial y me dan citas para dentro de meses.
PQR-2025T4-1344,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Salud y atención psicosocial,Neutral,14,Solicito una cita de atención psicosocial para mi familia.
PQR-2025T4-1345,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Salud y atención psicosocial,Negativo,16,Necesito atención psicosocial y me dan citas para dentro de meses.
PQR-2025T4-1346,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Salud y atención psicosocial,Neutral,14,Pregunto por el programa de atención en salud para víctimas.
PQR-2025T4-1347,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Salud y atención psicosocial,Positivo,13,"Recibí buena orientación en salud, quedé satisfecho."
PQR-2025T4-1348,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Salud y atención psicosocial,Negativo,13,Necesito atención psicosocial y me dan citas para dentro de meses.
PQR-2025T4-1349,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Salud y atención psicosocial,Positivo,15,"Recibí buena orientación en salud, quedé satisfecho."
PQR-2025T4-1350,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Salud y atención psicosocial,Positivo,16,"Recibí buena orientación en salud, quedé satisfecho."
PQR-2025T4-1351,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Salud y atención psicosocial,Neutral,17,Pregunto por el programa de atención en salud para víctimas.
PQR-2025T4-1352,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Salud y atención psicosocial,Positivo,14,"Recibí buena orientación en salud, quedé satisfecho."
PQR-2025T4-1353,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Salud y atención psicosocial,Negativo,14,Necesito atención psicosocial y me dan citas para dentro de meses.
PQR-2025T4-1354,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Salud y atención psicosocial,Positivo,17,"Recibí buena orientación en salud, quedé satisfecho."
PQR-2025T4-1355,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Salud y atención psicosocial,Positivo,15,"La atención psicosocial me ha ayudado mucho, gracias al equipo."
PQR-2025T4-1356,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Educación,Positivo,17,"Mi hija obtuvo el apoyo educativo, muy agradecida."
PQR-2025T4-1357,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Educación,Positivo,17,"Mi hija obtuvo el apoyo educativo, muy agradecida."
PQR-2025T4-1358,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Educación,Positivo,14,La orientación sobre educación superior fue útil.
PQR-2025T4-1359,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Educación,Negativo,19,Mi hijo no ha podido acceder al beneficio educativo prometido.
PQR-2025T4-1360,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Educación,Positivo,18,"Mi hija obtuvo el apoyo educativo, muy agradecida."
PQR-2025T4-1361,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Educación,Positivo,21,"Mi hija obtuvo el apoyo educativo, muy agradecida."
PQR-2025T4-1362,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Educación,Positivo,21,"Mi hija obtuvo el apoyo educativo, muy agradecida."
PQR-2025T4-1363,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Educación,Neutral,17,Solicito información sobre becas para estudiantes víctimas.
PQR-2025T4-1364,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Educación,Negativo,13,Falta información sobre los cupos educativos para víctimas.
PQR-2025T4-1365,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Educación,Neutral,18,Pregunto por el apoyo educativo para el próximo semestre.
PQR-2025T4-1366,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Educación,Negativo,19,Falta información sobre los cupos educativos para víctimas.
PQR-2025T4-1367,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Educación,Positivo,13,La orientación sobre educación superior fue útil.
PQR-2025T4-1368,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Registro / inclusión RUV,Neutral,13,Solicito información sobre mi estado en el Registro Único de Víctimas.
PQR-2025T4-1369,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Registro / inclusión RUV,Negativo,16,Llevo meses esperando que me incluyan en el RUV y no hay respuesta.
PQR-2025T4-1370,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Registro / inclusión RUV,Positivo,17,"Me orientaron bien para la declaración, todo salió bien."
PQR-2025T4-1371,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Registro / inclusión RUV,Negativo,14,Llevo meses esperando que me incluyan en el RUV y no hay respuesta.
PQR-2025T4-1372,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Registro / inclusión RUV,Negativo,17,Llevo meses esperando que me incluyan en el RUV y no hay respuesta.
PQR-2025T4-1373,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Registro / inclusión RUV,Neutral,16,¿Qué debo hacer para actualizar mis datos en el RUV?
PQR-2025T4-1374,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Registro / inclusión RUV,Neutral,13,Solicito información sobre mi estado en el Registro Único de Víctimas.
PQR-2025T4-1375,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Registro / inclusión RUV,Positivo,20,"Ya quedé incluido en el registro, agradezco la ayuda."
PQR-2025T4-1376,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Registro / inclusión RUV,Neutral,19,¿Qué debo hacer para actualizar mis datos en el RUV?
PQR-2025T4-1377,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Registro / inclusión RUV,Positivo,15,"Me orientaron bien para la declaración, todo salió bien."
PQR-2025T4-1378,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Registro / inclusión RUV,Negativo,16,Me negaron la inclusión y no me explicaron los motivos.
PQR-2025T4-1379,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Registro / inclusión RUV,Negativo,16,Me negaron la inclusión y no me explicaron los motivos.
PQR-2025T4-1380,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Registro / inclusión RUV,Negativo,18,Me negaron la inclusión y no me explicaron los motivos.
PQR-2025T4-1381,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Registro / inclusión RUV,Neutral,16,¿Qué debo hacer para actualizar mis datos en el RUV?
PQR-2025T4-1382,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Registro / inclusión RUV,Negativo,19,Me negaron la inclusión y no me explicaron los motivos.
PQR-2025T4-1383,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Registro / inclusión RUV,Negativo,19,Llevo meses esperando que me incluyan en el RUV y no hay respuesta.
PQR-2025T4-1384,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Registro / inclusión RUV,Negativo,18,Llevo meses esperando que me incluyan en el RUV y no hay respuesta.
PQR-2025T4-1385,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Registro / inclusión RUV,Positivo,19,"Me orientaron bien para la declaración, todo salió bien."
PQR-2025T4-1386,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Registro / inclusión RUV,Negativo,15,Llevo meses esperando que me incluyan en el RUV y no hay respuesta.
PQR-2025T4-1387,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Registro / inclusión RUV,Negativo,13,Llevo meses esperando que me incluyan en el RUV y no hay respuesta.
PQR-2025T4-1388,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Registro / inclusión RUV,Negativo,20,Llevo meses esperando que me incluyan en el RUV y no hay respuesta.
PQR-2025T4-1389,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Registro / inclusión RUV,Positivo,20,"Me orientaron bien para la declaración, todo salió bien."
PQR-2025T4-1390,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Registro / inclusión RUV,Neutral,20,Solicito información sobre mi estado en el Registro Único de Víctimas.
PQR-2025T4-1391,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Registro / inclusión RUV,Negativo,20,Llevo meses esperando que me incluyan en el RUV y no hay respuesta.
PQR-2025T4-1392,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Registro / inclusión RUV,Negativo,15,Llevo meses esperando que me incluyan en el RUV y no hay respuesta.
PQR-2025T4-1393,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Retornos y reubicación,Negativo,17,El proceso de reubicación está detenido hace tiempo.
PQR-2025T4-1394,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Retornos y reubicación,Negativo,17,El proceso de reubicación está detenido hace tiempo.
PQR-2025T4-1395,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Retornos y reubicación,Negativo,20,Solicité apoyo para el retorno y no hay condiciones de seguridad.
PQR-2025T4-1396,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Retornos y reubicación,Negativo,14,El proceso de reubicación está detenido hace tiempo.
PQR-2025T4-1397,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Retornos y reubicación,Negativo,14,El proceso de reubicación está detenido hace tiempo.
PQR-2025T4-1398,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Otros trámites,Neutral,13,Solicito un certificado de mi condición de víctima.
PQR-2025T4-1399,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Otros trámites,Negativo,15,La fila de atención es muy larga y no alcanzan a atender.
PQR-2025T4-1400,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Otros trámites,Positivo,19,La atención en ventanilla fue amable y rápida.
PQR-2025T4-1401,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Otros trámites,Positivo,13,Me resolvieron el trámite sin complicaciones.
PQR-2025T4-1402,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Otros trámites,Positivo,18,La atención en ventanilla fue amable y rápida.
PQR-2025T4-1403,2025-T4,2025,Comuna 2 (Roma),Comuna 2,Comuna,Otros trámites,Negativo,17,Me han remitido de una oficina a otra sin resolver mi caso.
PQR-2025T4-1404,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Ayuda humanitaria,Positivo,19,Agradezco que me entregaron la ayuda humanitaria rápidamente.
PQR-2025T4-1405,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Ayuda humanitaria,Positivo,17,"La atención para la ayuda de emergencia fue oportuna, gracias."
PQR-2025T4-1406,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Ayuda humanitaria,Neutral,14,Pregunto por el estado de mi solicitud de ayuda humanitaria inmediata.
PQR-2025T4-1407,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Ayuda humanitaria,Negativo,19,"Solicité el mercado de emergencia y nunca llegó, mi familia está pasando necesidad."
PQR-2025T4-1408,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Ayuda humanitaria,Neutral,13,Quisiera saber qué documentos faltan para la ayuda humanitaria.
PQR-2025T4-1409,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Ayuda humanitaria,Neutral,18,Pregunto por el estado de mi solicitud de ayuda humanitaria inmediata.
PQR-2025T4-1410,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Ayuda humanitaria,Neutral,14,Quisiera saber qué documentos faltan para la ayuda humanitaria.
PQR-2025T4-1411,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Ayuda humanitaria,Negativo,17,"Solicité el mercado de emergencia y nunca llegó, mi familia está pasando necesidad."
PQR-2025T4-1412,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Ayuda humanitaria,Negativo,15,Llevo tres meses esperando la ayuda humanitaria y no me han dado respuesta.
PQR-2025T4-1413,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Ayuda humanitaria,Negativo,18,"Solicité el mercado de emergencia y nunca llegó, mi familia está pasando necesidad."
PQR-2025T4-1414,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Ayuda humanitaria,Neutral,18,Pregunto por el estado de mi solicitud de ayuda humanitaria inmediata.
PQR-2025T4-1415,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Ayuda humanitaria,Negativo,19,"Solicité el mercado de emergencia y nunca llegó, mi familia está pasando necesidad."
